grant_id,employee_id,system_id,access_level,request_ticket,date_granted,approver_id,access_end_date
G202684,E10976,TMS,Database Administrator,RITM102639,2025-12-02,E10324,2025-12-03
G202685,E11035,LSP,Administrator,RITM102650,2025-12-02,E11086,
G202686,E10333,GL01,Database Administrator,RITM102463,2025-12-03,E10141,
G202687,E10560,LSP,Standard User,RITM101049,2025-12-03,E11069,
G202688,E10628,FCR,Administrator,RITM102549,2025-12-03,E10141,2025-12-09
G202689,E10757,GL01,Administrator,RITM102585,2025-12-03,E10765,
G202690,E10757,FCR,Administrator,RITM102587,2025-12-03,E11086,
G202691,E10778,TMS,Standard User,RITM101481,2025-12-03,E11032,
G202692,E10834,GL01,Power User,RITM101597,2025-12-03,E10764,
G202693,E11115,FCR,Database Administrator,RITM102672,2025-12-03,E11086,2025-12-04
G202694,E11209,GL01,Power User,RITM102289,2025-12-03,E10542,
G202695,E10247,LSP,Standard User,RITM100462,2025-12-04,E10034,
G202696,E10556,LSP,Read Only,RITM101043,2025-12-04,E10114,
G202697,E11032,TMS,Read Only,RITM101968,2025-12-04,E10380,
G202698,E10422,TMS,Database Administrator,RITM102490,2025-12-05,E10324,2025-12-12
G202699,E10757,TMS,Database Administrator,RITM102586,2025-12-05,E11086,
G202700,E11221,LSP,Standard User,RITM102309,2025-12-05,E10981,
G202701,E10115,LSP,Read Only,RITM100211,2025-12-08,E11069,
G202702,E10496,LSP,Standard User,RITM100935,2025-12-08,E10106,
G202703,E10862,TMS,Read Only,RITM101643,2025-12-08,E10357,
G202704,E10086,LSP,Standard User,RITM100147,2025-12-09,E10648,
G202705,E10263,LSP,Database Administrator,RITM102436,2025-12-09,E10669,2025-12-12
G202706,E11114,LSP,Power User,RITM102111,2025-12-09,E10221,
